,Wall Street Journal,CNN,New York Times,Fox
54,"3M said it is raising domestic mask production, importing masks from its plant in China and taking action against price-gouging on masks https://t.co/EmmtbDmNma","In 1918, America adopted mask wearing with a greater vengeance than anywhere else in the world https://t.co/G9vh2JvSKF","RT @TaylorLorenz: Read this collab w/ me + @daveyalba on how networks of Instagram accts, Discord servers, YouTube channels and Twitch stre…",President Trump hammered two governors after they criticized the federal government's response to the coronavirus pandemic. https://t.co/AukbHqOnPC
55,"New York recorded 562 deaths over the past 24 hours, Gov. Cuomo said Friday, its highest daily total since the rise of the pandemic https://t.co/ZXXsNmBvN1",".@drsanjaygupta shows how to properly disinfect your groceries.

• Any household cleaner will do
• Be sure to have a clean area and a dirty area
• If you wear gloves, be sure to take them off the right way so you don't contaminate yourself

https://t.co/w93Kbzc9hm https://t.co/Acvowwedyk",A rousing show of support for the captain of the Theodore Roosevelt provided the latest scene to emerge from the coronavirus pandemic: the rank and file shouting their admiration for a boss they viewed as putting their safety ahead of his career https://t.co/Jbr4hw0BJV,"Lawmakers have said they're worried a Republican House member could ""go rogue"" and possibly scuttle a vote on the $2 trillion coronavirus stimulus package, and potentially endanger other House members in the process. https://t.co/lnpeWHbyW7"
56,"In response to a nationwide deficiency in medical equipment, apparel companies like Brooks Brothers, New Balance and Outdoor Research are refitting their clothing factories to produce surgical masks and gowns https://t.co/Ao22Adhjih",The federal court that oversees national security surveillance wants the FBI to explain newly uncovered missteps in government warrants to eavesdrop on Americans after a recent internal audit found the FBI fell short of the standards required https://t.co/4YN5b1wuT6,"Last month, the Bloomberg Consumer Comfort Index — a polling indicator of the U.S. economic mood — recorded its sharpest 2-week drop in 34 years of collecting data https://t.co/dmDHaLZ0nj",President Trump announced he will be traveling on Saturday to Virginia to send off a Navy hospital ship headed to the New York City Harbor to help hospitals deal with the crush of patients amid the coronavirus pandemic. https://t.co/nh8rVXy78J
57,"From @WSJopinion: Frontline health workers deserve hazard pay for their heroic work, write @slsatel https://t.co/PLcutjxvnL","A prestigious scientific panel told the White House Wednesday night that research shows coronavirus can be spread not just by sneezes or coughs, but also just by talking, or possibly even just breathing. https://t.co/otIWW28FAZ","“People want to talk about this virus as an equal opportunity pathogen, but it’s really not,” said one public health professor. “It’s going right to the fissures in our society.”

Read more from @jenvalentino, @DeniseDSLu and @gabrieldance https://t.co/SFfeS0Gnjj","The United States has overtaken China and Italy in confirmed coronavirus cases, a grim milestone reported by Johns Hopkins University researchers. https://t.co/wTUVAWnPgT"
58,"For JPMorgan, the consequences of keeping employees in the office have been swift and painful. The outbreak has rattled  employees who said they feel the bank took a gamble with their health to protect a prized business. https://t.co/aoIzBDYS1j","This Detroit bus driver made a video asking people to take the coronavirus pandemic seriously. He was upset about a passenger who wasn't taking measures to cover a cough while on his bus.

Four days later, he got sick. On Wednesday night, he died. https://t.co/aZ03XjEZcc",A similar trend played out in cities across the U.S.: People in wealthier areas were able to limit their travel days before those in lower-income locations. https://t.co/SFfeS0Gnjj https://t.co/HxWocHojk8,"President Trump’s overall job approval ticks up while nine in 10 voters say they're concerned about the spread of coronavirus in the U.S. and that the virus will cause a recession, according to the latest Fox News Poll. https://t.co/unH4kp1KeP"
59,"Under the new coronavirus stimulus package, could some workers end up earning more money from unemployment benefits than what they earned before being laid off? The short answer is yes. @GeraldFSeib explains. #WSJWhatsNow https://t.co/ngTENe6pQJ",The Grand Princess cruise ship floated for days off the coast of San Francisco in early March like an omen to a coming disaster. It was one early warning sign that would prompt California to take extraordinary steps to slow the spread of coronavirus. https://t.co/WuvI3pBb5S,"Wealthier people also got a head start on social distancing:

By March 16, when President Trump asked people to stay home, those in the highest-income areas had cut their movement by nearly half.

Poorer areas didn't see a similar drop until 3 days later. https://t.co/SFfeS0Gnjj https://t.co/ZxuCBFD3LH",Today's briefing from President Trump and the coronavirus task force is getting underway. Live coverage on Fox News and https://t.co/m6O9czFdVU. https://t.co/D4odtTELSS
60,Where is America staying home? Data from millions of mobile phones reveals how social-distancing guidelines to combat the spread of the new coronavirus have changed daily habits. https://t.co/M0ZQHjrUuZ https://t.co/mVGFYMPnzV,"This hilltop town in Spain has cut itself off from the outside world to fight coronavirus -- and there has not been a single recorded case of Covid-19 among its 1,400 inhabitants. https://t.co/nv4O6nchzA","And the wealthiest, those in the top 10% of income who tend to have more job security, flexibility and benefits to fall back on, have halted their movement more than those in the bottom 10%.

Many jobs now deemed essential are lower-paying and don't provide health insurance. https://t.co/hqIVEEFtj3","President Trump says his administration is working to publish new guidelines that will advise governors in states across the U.S. on potential changes to social distancing, based on whether counties pose low, medium or high risks for the coronavirus. https://t.co/xwoMwCyTNm"
61,"""You don’t want to tell them they’re laid off in the middle of the kitchen with the family around."" There is a right way and a wrong way to conduct a remote layoff. https://t.co/6IKKCN1cUF",Inside Jared Kushner and Peter Navarro's efforts to rescue the White House's coronavirus response https://t.co/iiDwVLPJ46 https://t.co/lzjQcx9xuT,"According to smartphone location data analyzed by The New York Times, people in the nation’s largest metro areas are moving less. https://t.co/SFfeS0Gnjj https://t.co/dwOTZwEC7G",https://t.co/WFjjEE9goX
62,• En español: Esto es lo que sabemos sobre Covid-19 https://t.co/yWOJAhLQsY,"In 2005, Scottish author Peter May wrote a book about a global pandemic that forces officials to institute a lockdown. The novel was rejected by publishers at the time for being too unrealistic.

On Thursday, the book was finally published. https://t.co/RbxqpLrHPr","As more of the U.S. comes under stay-at-home orders because of the coronavirus, a clear trend has emerged:

—Those who make more money are traveling less and limiting their exposure to the virus.

—Many lower-income workers don't have that luxury. https://t.co/lEbAsCht44",https://t.co/GhhO7DlsXe
63,• Tech tips for working from home https://t.co/bQCOrKOpVW,"A large and influential Russian language church near Sacramento, California, is denying it is at the center of a novel coronavirus outbreak https://t.co/6rfXzmZyNW","Breaking News: The CDC advises all Americans to wear nonmedical masks as a precaution against the coronavirus, President Trump said. He added: “I’m choosing not to do it. It’s only a recommendation.” https://t.co/jD2wJhbDML https://t.co/6X7md033nI","From the front lines:
https://t.co/eSIaoqLawZ"
64,"• Advice on health, family, travel and helping others https://t.co/l7hC77Wr8U",House Speaker Nancy Pelosi said Friday that Democrats could put on hold a host of their infrastructure priorities and instead advance a new stimulus measure that mirrors the historic $2.2 trillion stimulus package President Trump signed into law last week https://t.co/wXA9yOBub3,"Men seem to have higher fatality rates from Covid-19, based on data from other countries. But the U.S. isn't monitoring the sex breakdown, even as experts say men and women are likely to have very different reactions to the virus, vaccines and treatment. https://t.co/udmIQf8zmg","Jobless claims shatter record
https://t.co/qeljQY8FRa"
65,• Information on stimulus payments https://t.co/e0tLl4rssG,Selena Gomez and Miley Cyrus had a moving virtual conversation on Friday in which Gomez revealed that she was recently diagnosed with bipolar disorder https://t.co/Dk7ejmi8tq,This one-pot rice can simultaneously comfort and enliven https://t.co/1QD5wzX76e,"Labor gains
https://t.co/TY4MvYJn5F"
