,Wall Street Journal,CNN,New York Times,Fox
46,Xi’s visit to Wuhan comes as China reports a steep decline in the number of new cases https://t.co/bB4NYyEihW,"A piece of art donated to a North Carolina thrift shop ended up selling for $1,200 after a sharp-eyed volunteer found out it was created by Spanish surrealist Salvador Dalí https://t.co/WuXZT8VdSe",President Trump plans to meet with top bank executives at the White House on Wednesday amid severe market turbulence https://t.co/sMmok8aSVK,".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If I’m given the opportunity to lead our conference, I’ll do that.” https://t.co/Ybecji7P4y https://t.co/WpTBn4PPOr"
47,President Trump is expected to announce new measures Tuesday to ease the economic pain inflicted by the coronavirus outbreak. The plan could include a payroll-tax cut and help for hourly wage earners. #WSJWhatsNow https://t.co/NvO9YfkJqa,"The number of coronavirus cases around the world has soared close to 113,000, with more than 4,000 deaths. Here are some sharp questions CNN readers have been asking about coronavirus. https://t.co/hJ91JE9cxu","President Trump and his advisers are considering using FEMA as a vehicle to deliver funds to stimulate the economy against damage from the coronavirus, a move that could allow the administration to begin bolstering growth without waiting for Congress https://t.co/gGZ5WY2tbA",.@senatemajldr: Dem Votes Against Kavanaugh Were a 'Godsend' to GOP in Midterms https://t.co/ietr8sP4EQ
48,"Saudi Arabia and Russia ratcheted up an escalating oil-market war, with Riyadh raising output and Moscow saying it was ready to pump more crude, too  https://t.co/FCHnE9laFJ",RT @NewDay: Voters head to the polls in six states today — including the battleground state of Michigan. @ForecasterEnten discusses the key…,"RT @ntabrizy: More than 237 people have died from the #coronavirus in #Iran, one of the highest death tolls outside China. I tracked the ti…",.@marcthiessen: “There’s lots of things that Democrats could take a stand on that they find inherently unacceptable. There’s nothing wrong with a wall.” @foxnewsnight https://t.co/7bTG2wji0G
49,"The U.S. has begun withdrawing ground forces from the Mideast after concluding the threat of reprisals from Iran has subsided, military officials said https://t.co/6zyIlM13Jy",A female Komodo dragon at the Chattanooga Zoo in Tennessee has given birth to three hatchlings without a male partner https://t.co/mKSlDkcrXb https://t.co/CRrgd7L5qY,"6 U.S. states are holding Democratic primaries or caucuses today. Here's what the polls are showing.
https://t.co/I9BMA0dTkX",".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove."" https://t.co/6UTwyCpZRV https://t.co/xqoEUHtdpg"
50,The oil collapse calls into question the ability of U.S. producers to pay the tab rung up with bondholders and banks to fuel a price war with OPEC https://t.co/K08QQYL8De,RT @NewDay: A growing number of colleges are suspending in-person classes due to the coronavirus threat. Most students tell @AthenaCNN that…,"“They were an extraordinary group of people.” 

A year after the second deadly Boeing 737 Max crash, the victims’ family members are pressuring governments and companies to overhaul aviation safety, in memory of their loved ones.
https://t.co/lQ8yYRrqsb","Second teen dies of gunshot wound after Oklahoma mom's rampage, authorities say https://t.co/VUQxsa3mq3"
51,"Heard on the Street: Chinese private-sector firms, out trillions of yuan thanks to the coronavirus, are in no position to massively ramp up imports https://t.co/r7gcb5hL4k","A group of teens was shot outside of a dance studio in a Baltimore suburb, killing one of them and injuring five more. https://t.co/68CUniZyEB","When Mike Bloomberg hired staff members for his presidential campaign, he promised job security through the general election, even if he dropped out. But less than a week after ending his campaign, hundreds of his campaign staff are suddenly without jobs. https://t.co/ok1jgm3F8C",.@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frankly the test is whether the Democrats want to cut deals with him.” @foxnewsnight https://t.co/uy0HaxSBME
52,Take an early look at the front page of The Wall Street Journal https://t.co/5xQPDPcm8q https://t.co/ZDuA7xC4f4,"Not even fears about the coronavirus could stop many people from taking to the streets in India to celebrate Holi, one of the world's most photogenic religious festivals, although some donned face masks https://t.co/Mpab56HtvB","RT @mairalg: ""Gentefied"" felt very familiar to me, a first-generation Mexican-American. The tensions it portrays are struggles that a lot o…","Florida Highway Patrol cruiser hits 142 mph in pursuit, catches on fire https://t.co/GqWKI45AAm"
53,Here's the new math going on at American business schools: One plus one equals romance. There is an explosion in B-school couples. https://t.co/W7tHVsHi3G,"President Trump’s top economic officials will pitch wary Senate Republicans on a payroll tax cut and other policy proposals during a closed-door lunch, a senior administration official told CNN https://t.co/5tDKjZrUlK (Updates that Trump is not expected to attend the luncheon)","What if Galileo had dropped bobsleds from the Leaning Tower of Pisa? Randall Munroe, author of “xkcd,” explains. https://t.co/5e1WTMlqq6",Democratic strategist @LeslieMarshall: “What we need is not a wall — and not a wall that we can’t afford — but comprehensive immigration reform.” @foxnewsnight https://t.co/7YFuFp838O
54,U.S. companies in China survived a growth slowdown and a bruising trade war. Can they take on the coronavirus too? https://t.co/ICXFoR4GZs,"Former Vice President Joe Biden and Sen. Kamala Harris were friends bonded by a shared loved one. Then they were competitors with a high-profile clash in the Democratic primary.

Now, they are teammates unified in taking on President Trump. https://t.co/vwV9H0kk3c","In Opinion

E. Tammy Kim writes about Lasana Bridges, a nurse in Washington State who is on the front lines of the coronavirus outbreak, with no paid sick leave. https://t.co/pDn9l22Uy8","Sex offender gets 22 years after missing boy, 14, found in his room at halfway house, authorities say https://t.co/sDd0VQzob4"
55,Markets have regained some ground after Monday’s bruising selloff https://t.co/0f6atnMYG9,The coronavirus poses a logistical headache for Wall Street — how to keep trading going if banks have to evacuate their offices to fight the spread of the illness. https://t.co/UpzHHyuHbT,"Breaking News: U.S. stocks rallied in early trading, recovering some losses from the worst day on Wall Street since 2008 https://t.co/zq34C6IZwX",".@POTUS touts Senate gains, @LelandVittert breaks down the results @foxnewsnight https://t.co/VMzif8sgHH"
56,Hoping to find the next Amazon isn't a good reason to invest in unprofitable companies. Here is why. https://t.co/Ds2piNFoAt,"Stocks rebound, with the Dow jumping more than 800 points, after President Trump says he'll propose a payroll tax cut to ease burdens from the coronavirus fallout. https://t.co/805u2eXbiw",Breaking News: President Vladimir Putin of Russia said he would support legislation to let him run for 2 more terms. That could keep him in power until 2036. https://t.co/RJrnHMMGhW,Former Kavanaugh colleague among group being considered to replace Sessions as AG: reports https://t.co/HxAlDZx2Mg
57,"Chinese producer prices fell back into deflation territory in February, as the coronavirus epidemic forced shutdowns that have left factories idle for weeks https://t.co/z57855b6KE","As the coronavirus continues to spread across the US, schools and universities are starting to end semesters early or conduct classes online instead of in person. https://t.co/N6dAHjSTqZ","RT @nytgraphics: NEW: A national map of primary results so far. See Biden's dominance in the South, Sanders's strength out West, and how th…","Too close to call: Meticulous vote count transpiring in Arizona Senate race, @aacuna1 reports @foxnewsnight https://t.co/DV6EX4Ogxe"
58,"China’s health emergency is starting to ease, but its economic maladies look to be long-lasting https://t.co/H7jt3RqwiM",Health and Human Services Secretary Alex Azar says the department doesn't know how many Americans have been tested for coronavirus https://t.co/EP8kVgdW1B,"Until recently European auto executives regarded Tesla with something like bemusement. They are not laughing anymore. Almost overnight, the Tesla Model 3 has become one of the best-selling cars in Europe. https://t.co/qAsli5emSP","Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAhopphH https://t.co/tnyBsy8yEV https://t.co/9ujTikPKur"
59,"The Nasdaq was poorly diversified 20 years ago. If another bust comes, recovery should be faster. https://t.co/E8JHCQe0JH","Infants with persistent and severe sleep difficulties were nearly 3 times as likely to have symptoms of emotional problems at age 4, a new study finds. And they were more than twice as likely to meet diagnostic criteria for an emotional disorder by age 10. https://t.co/skN7xoVERY",Here's a rundown of the highlights worth watching from late-night TV https://t.co/3ne39U6xOq,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF
60,A U.S. student studying abroad in China found himself confined to a roughly 300-person village for nearly a month after it went on lockdown https://t.co/74IZW9r8km,"The coronavirus took another bite out of the US airline industry, as two of the nation's largest airlines — American and Delta — announced deep cuts in their international and domestic schedules. https://t.co/LQzvfUWQbp",Should you wear a mask? Does airplane travel pose a greater risk? Do hand sanitizers work? Health professionals offer some tips. https://t.co/Y4yyLV59jp,.@POTUS: “Hopefully we can all work together next year to continue delivering for the American people.” https://t.co/YEwZGue71Z https://t.co/QMyGuttyMy
